5,14,22,34,35,38,49
4,15,19,22,35,36,46
2,8,15,16,32,43,46
5,9,23,26,35,39,40
1,11,26,27,30,35,43
7,15,17,19,30,36,42
2,7,12,23,34,42,46
6,8,17,22,28,38,48
4,17,19,33,35,43,48
2,6,18,23,25,28,46
7,11,15,22,36,38,49
9,15,17,20,24,46,50
4,6,13,22,26,42,48
6,11,17,19,28,37,45
2,5,13,22,32,38,46
4,16,21,30,43,44,45
2,3,9,19,38,43,45
4,13,15,21,26,28,46
3,5,12,21,26,39,43
5,17,24,25,30,35,40
1,11,21,23,31,33,43
4,6,10,19,25,36,46
1,8,20,30,34,38,43
2,5,13,18,33,36,38
6,8,12,19,38,44,48
5,16,18,26,31,40,41
2,13,18,27,36,38,41
3,11,21,32,36,37,47
4,15,18,36,37,40,41
6,7,18,24,31,43,46
5,11,23,27,30,34,48
10,12,20,24,40,43,48
7,17,19,21,29,39,48
7,9,18,25,29,37,50
11,14,15,26,32,39,50
9,11,23,28,40,42,48
2,6,11,23,28,38,46
6,10,26,29,31,39,44
6,11,25,28,32,36,49
7,16,24,27,30,39,42
2,6,21,30,32,38,39
7,13,19,29,32,37,42
7,17,19,23,26,39,50
1,9,12,26,29,33,41
6,12,17,37,38,42,47
1,16,23,28,34,39,44
7,14,19,21,33,41,49
7,8,17,21,31,42,46
5,10,15,23,38,44,49
1,9,15,18,34,38,45
3,15,19,21,22,38,47
3,9,20,22,32,35,45
3,4,12,28,30,38,40
2,5,15,22,26,28,44
5,8,12,35,36,41,46
3,16,21,23,36,41,46
4,6,12,22,33,38,47
2,9,11,22,37,42,46
6,11,13,20,37,43,48
5,15,18,25,30,38,46
7,9,23,30,32,38,45
8,10,20,22,31,36,49
4,12,13,29,33,42,44
2,3,15,24,27,39,43
8,14,18,22,24,35,49
3,7,20,25,33,42,47
1,7,15,16,34,38,43
2,7,20,29,33,36,40
1,5,16,23,27,39,44
1,8,13,23,26,38,43
4,13,21,26,35,38,42
1,7,25,32,33,43,45
9,17,21,31,32,33,46
6,12,20,27,33,39,41
6,15,27,32,38,43,49
6,7,13,24,32,44,47
5,11,19,30,42,44,48
3,18,20,27,35,40,41
4,7,14,16,32,44,46
7,16,23,30,37,40,45
4,12,26,32,33,43,45
10,14,16,22,27,36,48
8,19,24,25,36,39,47
6,13,21,26,37,43,46
2,9,16,17,21,35,41
3,8,18,22,40,42,47
3,10,26,30,31,43,45
12,17,18,23,34,35,44
2,9,13,26,32,37,44
4,6,19,21,34,43,45
6,11,18,30,34,44,48
4,7,8,24,31,42,45
1,6,7,28,33,37,44
4,9,13,27,31,40,41
3,12,13,23,27,45,46
5,11,15,32,34,39,46
4,7,14,23,38,41,43
3,12,16,19,28,30,38
8,11,17,24,29,34,47
3,6,14,18,28,40,44
8,9,10,21,37,38,47
4,6,10,24,37,39,46
1,8,21,30,32,36,45
6,8,11,16,27,45,50
2,10,11,25,28,43,44
5,6,9,28,33,39,46
4,9,24,37,38,39,42
6,8,22,31,33,39,45
6,12,21,30,35,41,49
4,8,11,19,39,42,46
5,7,17,21,39,46,47
4,6,15,28,32,41,48
5,17,18,30,33,44,49
1,4,17,34,42,43,45
5,7,18,25,30,31,49
12,14,19,23,27,40,46
5,6,13,16,34,43,49
5,6,13,25,32,41,49
10,11,19,31,32,33,47
7,9,24,26,37,39,41
9,11,25,32,35,39,47
6,15,20,24,30,44,48
4,16,19,28,36,37,44
2,5,18,35,36,38,42
1,8,13,20,35,43,44
1,12,18,25,26,40,41
5,10,16,25,28,29,43
5,11,18,23,38,39,43
9,13,21,25,26,36,46
2,4,20,23,31,38,41
3,10,16,23,40,41,47
3,7,13,27,29,32,46
6,10,13,21,25,41,49
2,3,17,19,39,43,45
2,6,13,17,26,42,43
6,16,21,37,40,43,44
7,8,15,18,33,38,45
5,6,8,13,37,38,49
5,7,12,19,37,41,48
4,10,17,20,29,41,48
6,14,18,25,28,34,36
9,10,13,16,33,36,45
3,6,19,21,34,39,42
2,4,11,17,36,39,41
1,2,22,26,30,35,41
7,16,19,34,36,40,48
12,17,21,28,31,32,44
3,11,13,20,29,40,46
4,11,20,25,39,45,47
8,13,15,23,36,45,50
4,14,24,26,32,37,48
3,6,10,17,22,38,47
3,8,20,22,25,30,47
2,11,18,20,28,32,46
3,7,11,21,26,41,46
4,13,15,17,36,44,46
3,8,15,22,26,27,47
3,7,17,22,37,39,40
10,13,19,22,28,35,46
5,7,8,30,33,44,49
10,14,20,24,33,43,48
6,8,10,16,37,39,49
4,6,11,19,36,45,47
4,5,9,21,33,42,48
5,14,15,16,34,44,45
3,7,21,25,27,43,47
8,14,26,28,37,39,49
1,9,19,26,29,39,45
7,11,18,25,36,44,45
9,10,18,29,36,39,49
4,5,12,30,32,35,46
5,9,11,26,28,45,49
5,7,15,25,28,39,45
7,11,17,26,27,43,48
11,15,18,24,35,36,47
5,11,17,19,29,32,46
4,8,11,33,35,39,46
5,6,21,28,35,47,49
10,16,17,19,32,43,45
5,6,17,19,24,44,49
9,12,17,23,39,44,46
4,15,20,21,31,40,44
2,15,23,28,31,34,45
1,11,18,20,22,38,40
1,9,23,27,29,32,43
7,11,13,25,34,40,48
2,7,10,19,25,36,46
4,9,19,20,30,39,45
2,15,17,22,29,33,41
5,6,10,33,39,46,47
4,13,14,26,31,43,45
2,8,16,18,29,43,44
5,15,23,25,34,35,47
2,8,12,23,32,39,45
3,5,22,27,41,44,47
8,13,23,24,34,46,49
3,4,18,20,37,38,42
7,8,14,34,38,41,50
9,10,19,21,30,39,48
3,10,23,30,31,38,46
3,10,12,28,29,36,39
7,10,11,14,33,34,45
6,13,15,26,27,28,39
3,6,20,34,36,41,42
7,14,22,28,38,39,49
6,10,19,28,41,42,43
6,9,14,29,30,40,45
3,8,14,28,33,39,47
9,10,15,26,33,46,48
6,10,15,22,23,32,42
3,9,16,30,32,39,44
4,6,19,20,25,39,46
3,6,29,32,36,43,47
3,10,15,20,27,42,44
6,10,14,15,20,37,47
4,10,16,19,28,32,46
4,8,10,28,35,41,45
7,13,17,31,36,43,49
7,11,17,21,24,33,40
4,13,16,21,26,43,46
3,16,27,31,32,45,46
2,6,12,24,32,41,43
4,12,22,23,36,43,48
3,5,19,26,31,36,40
2,6,16,33,42,44,46
6,12,18,24,35,48,49
6,9,13,20,22,41,42
5,7,15,26,35,39,47
3,4,10,23,33,36,44
5,6,13,22,30,40,43
6,7,17,23,32,34,40
2,10,13,22,26,31,45
2,12,16,26,39,42,46
8,10,11,24,28,38,42
3,11,14,33,37,40,43
9,12,15,18,31,37,40
7,8,16,30,32,46,47
4,10,16,23,24,39,44
1,3,16,18,29,32,45
8,12,21,26,36,38,42
1,23,24,25,26,38,40
5,8,12,20,33,46,49
5,9,24,30,37,47,49
7,12,18,22,24,42,47
7,13,18,34,39,43,46
2,7,17,20,21,42,44
4,11,14,19,41,46,47
5,10,15,27,39,40,44
5,15,16,23,39,45,49
5,10,20,22,34,36,45
5,7,19,26,31,41,43
1,10,13,23,29,32,38
4,17,22,29,31,33,43
1,3,13,15,34,39,41
7,12,19,32,35,39,49
3,18,24,29,39,40,44
9,18,21,24,33,37,48
4,6,19,20,25,44,47
7,12,18,20,34,39,44
8,14,15,19,37,41,45
3,16,18,23,25,33,45
5,8,16,24,29,40,47
2,10,13,18,33,40,43
6,10,16,28,37,38,46
2,6,12,16,28,32,46
5,11,20,30,36,39,48
2,14,24,28,36,40,45
4,15,20,28,30,42,43
7,15,18,25,29,36,44
5,6,10,15,26,39,46
3,4,15,20,28,44,46
6,10,13,18,43,46,47
4,7,15,23,28,36,46
3,10,15,27,33,44,45
3,6,8,27,30,35,47
4,8,19,25,34,44,45
2,11,19,26,28,41,44
7,13,19,20,23,36,45
3,14,15,20,28,42,45
5,10,18,32,40,41,49
7,12,13,15,30,35,47
3,7,9,24,31,39,44
7,11,16,17,40,43,45
2,18,22,25,30,37,46
6,18,22,23,39,43,46
3,9,18,20,30,39,44
4,15,20,23,30,36,48
2,8,16,26,30,33,42
3,11,20,22,24,41,43
6,9,13,24,29,34,48
4,9,13,19,28,46,48
4,8,14,33,36,40,47
4,20,26,29,38,44,45
6,13,18,26,31,43,46
8,13,16,34,37,46,49
7,10,15,18,42,43,50
3,8,12,27,35,36,46
5,10,12,18,32,36,49
2,13,21,22,29,39,41
2,11,33,35,36,39,41
12,13,19,28,31,45,46
10,13,23,26,36,43,46
1,2,17,26,29,40,44
1,12,16,19,23,39,40
3,11,19,35,37,42,43
6,12,31,32,34,46,49
5,11,21,31,33,40,48
3,8,16,25,31,39,40
3,13,23,34,36,41,46
5,17,23,24,28,38,49
5,8,12,23,32,46,47
2,6,21,30,37,45,46
4,11,14,30,31,41,46
3,9,13,24,28,32,43
5,6,11,29,38,41,47
8,13,16,27,32,38,47
2,6,10,13,39,41,45
7,8,19,21,35,45,46
7,8,9,17,40,47,49
4,7,12,19,32,36,37
3,7,13,24,26,38,44
5,8,19,30,36,43,46
7,9,18,32,34,40,46
3,8,16,19,28,33,47
11,17,19,21,24,30,44
3,12,19,25,39,42,44
4,16,17,23,29,36,43
9,12,15,17,31,40,42
9,11,16,30,38,43,49
7,8,11,13,24,36,41
7,12,19,28,36,44,45
5,9,11,34,40,44,46
4,12,13,18,27,44,45
3,4,28,33,34,39,40
12,13,15,18,21,32,47
5,10,13,33,37,38,47
9,13,20,36,38,41,48
4,8,9,28,31,35,45
4,11,14,21,22,28,46
1,6,22,26,28,35,44
3,9,14,27,34,40,43
5,6,10,28,29,42,49
2,6,19,22,29,32,43
5,12,23,24,31,32,41
8,12,26,27,33,34,46
3,15,28,29,32,35,39
2,8,9,18,29,42,45
8,11,20,22,29,40,43
3,7,10,26,27,35,43
3,7,11,18,25,36,47
4,8,16,20,39,45,46
7,13,19,28,31,37,44
7,11,18,30,37,41,50
5,9,20,29,30,34,46
1,14,15,24,31,34,40
5,17,24,33,35,40,45
7,15,16,20,35,37,45
1,10,17,26,33,36,37
3,5,21,28,37,41,44
3,6,10,17,30,43,47
6,8,11,17,29,34,42
7,12,14,27,35,37,48
3,5,22,26,27,37,47
6,17,18,23,31,43,45
3,8,9,18,27,35,42
8,9,15,20,29,40,47
3,9,11,17,21,36,47
6,7,13,31,33,37,46
7,8,16,24,33,45,47
1,13,21,24,36,37,45
7,14,15,22,31,39,43
8,10,14,19,25,38,46
7,12,15,26,35,39,50
3,9,19,37,42,46,47
6,14,17,23,39,43,48
6,14,15,28,33,38,47
4,6,27,32,38,42,47
3,15,20,22,24,38,47
6,7,16,23,27,37,49
3,4,21,28,31,34,47
3,15,18,26,43,44,47
9,10,15,23,37,41,47
2,12,17,23,29,38,46
3,7,13,24,35,38,42
2,3,16,22,36,37,43
2,9,16,19,24,35,43
10,12,16,23,31,37,44
1,7,15,22,26,37,42
6,9,15,27,30,39,48
3,4,12,18,21,41,47
8,15,16,28,35,39,48
12,16,21,22,29,46,48
2,4,11,26,30,33,45
2,10,20,25,34,38,45
4,13,16,17,37,41,42
5,16,22,28,32,38,47
9,10,15,17,41,47,49
3,4,15,24,26,40,46
3,8,18,19,37,38,45
3,10,16,18,25,31,38
8,11,19,29,44,45,46
7,8,13,23,24,43,45
9,15,17,18,28,35,40
9,13,18,24,28,40,48
1,7,16,29,31,38,41
5,11,13,18,23,42,48
1,13,16,27,33,41,42
3,6,16,21,35,42,47
1,13,15,31,40,44,45
9,14,24,25,34,37,48
4,8,17,22,25,39,40
11,12,15,29,33,37,47
5,10,16,28,32,44,48
5,12,13,22,26,44,49
4,16,20,23,28,40,48
4,13,19,27,33,36,47
1,19,29,32,34,36,40
2,18,24,27,34,35,38
2,11,13,20,23,36,46
6,7,19,20,25,27,45
7,11,21,24,25,40,50
2,10,20,22,28,34,38
9,10,24,25,38,42,49
6,12,23,28,37,42,47
4,8,14,26,34,44,47
3,11,13,22,24,36,45
4,17,23,34,39,43,46
9,12,13,22,23,35,47
1,9,19,20,40,42,44
9,10,17,23,26,27,47
3,12,15,25,26,39,41
3,10,14,20,36,38,45
7,10,15,19,26,32,44
8,14,20,28,39,42,48
6,14,24,27,36,47,49
7,15,19,31,39,44,49
11,14,16,20,39,44,49
1,12,26,35,38,42,45
2,9,10,16,34,40,42
6,10,24,25,26,38,45
10,13,22,26,35,36,47
7,8,11,31,33,36,47
8,9,12,23,30,43,48
5,10,23,30,35,44,49
5,15,25,29,32,39,47
5,14,22,28,31,38,49
3,11,12,16,23,40,44
1,8,10,24,28,32,44
6,12,19,24,32,39,49
4,9,11,26,38,44,46
2,14,20,24,25,42,43
8,14,23,28,32,39,41
7,14,17,25,36,48,49
3,10,13,33,40,41,43
7,9,21,22,39,43,48
9,15,21,23,28,45,49
1,12,14,23,27,31,42
6,8,19,24,40,42,47
6,11,13,20,28,45,46
6,8,14,19,26,40,48
5,7,8,24,38,44,48
3,9,17,24,32,33,40
5,16,19,22,24,37,49
5,17,18,20,38,47,49
9,11,25,33,35,41,42
9,15,19,25,40,47,49
3,11,12,34,41,43,45
5,13,15,21,24,41,49
4,17,21,22,24,34,41
7,8,19,25,32,39,45
8,9,18,26,31,44,47
5,9,11,19,33,38,47
6,7,23,32,35,43,47
6,7,17,25,30,36,49
5,9,11,23,31,40,43
4,5,17,24,28,46,48
9,13,19,25,27,42,49
6,7,15,18,21,39,48
6,9,22,27,29,45,47
4,9,26,30,33,37,46
8,11,12,25,35,44,46
3,18,27,29,31,43,45
5,9,13,19,25,40,42
2,8,12,26,27,32,44
7,10,19,24,41,42,44
5,6,20,22,25,38,45
5,7,11,23,33,36,44
2,13,17,31,42,45,46
9,16,22,23,28,39,48
5,14,31,34,36,39,46
5,6,11,23,38,43,48
3,18,24,28,33,39,43
6,7,15,23,36,38,47
2,8,20,24,32,37,43
2,9,12,24,28,39,44
7,9,13,20,36,41,47
2,15,16,24,28,33,43
6,8,21,35,42,45,49
2,11,15,18,33,43,46
5,6,19,24,30,37,38
6,9,17,30,38,47,50
3,9,11,14,34,42,43
8,9,21,23,34,42,47
5,9,19,25,38,47,49
4,14,16,20,24,30,36
4,12,24,33,35,38,42
2,8,14,19,33,37,38
4,10,17,28,36,44,45
4,7,11,19,28,39,41
6,11,16,20,28,40,43
6,16,23,28,34,39,42
5,6,17,18,30,46,47
4,12,16,22,31,32,47
2,17,19,23,32,34,38
8,10,16,19,29,46,48
2,11,17,20,25,38,46
5,11,18,19,30,40,49
5,11,17,18,28,32,49
2,8,18,21,27,32,42
8,11,14,23,26,36,41
7,13,18,25,28,36,46
5,10,20,22,37,42,48
3,14,19,28,36,38,47
3,5,22,32,33,44,45
7,13,17,22,35,43,50
7,11,15,28,32,47,48
2,3,15,19,34,44,46
7,17,20,21,26,43,46
4,7,18,22,30,35,47
1,10,12,24,35,40,45
1,12,13,21,38,40,43
4,10,17,22,28,36,45
2,11,17,23,30,32,46
4,8,20,25,37,38,43
6,7,21,29,40,45,49
3,11,14,24,26,28,39
4,6,15,21,26,32,45
5,6,28,33,41,43,49
5,9,20,31,34,45,46
6,11,16,26,38,42,48
3,16,28,33,39,45,46
2,3,13,20,36,39,42
6,11,12,17,30,39,44
4,7,22,24,32,37,45
2,3,13,29,31,39,44
2,14,20,21,25,39,46
6,16,17,18,24,42,45
7,11,23,36,43,44,45
6,11,12,25,31,45,49
2,7,16,28,32,36,42
4,8,18,24,28,43,46
5,13,22,26,27,34,45
5,7,21,28,33,37,49
2,9,19,22,34,41,46
10,11,13,20,21,45,47
2,10,13,20,28,44,45
8,16,22,24,29,39,47
8,20,24,27,28,39,48
2,7,19,28,39,44,45
4,5,12,19,29,30,41
2,10,23,27,28,36,46
2,9,12,19,30,39,42
6,13,15,20,25,31,50
8,12,13,22,23,43,47
5,7,16,28,38,45,48
2,10,11,22,31,38,42
4,10,18,24,33,42,44
7,10,13,23,26,36,47
4,14,17,26,28,41,48
3,16,19,25,32,42,45
2,10,17,20,33,43,45
3,6,21,29,37,41,45
5,14,16,22,27,38,49
3,6,17,19,33,43,47
3,7,18,21,23,41,47
6,14,20,23,29,47,48
1,9,16,20,29,43,44
7,16,18,25,26,36,48
7,14,23,31,39,45,46
4,5,13,22,27,31,44
3,7,8,36,43,45,46
5,14,25,28,29,37,42
6,13,17,20,29,35,46
8,11,12,20,34,43,48
4,9,27,28,30,36,44
9,18,20,22,31,41,47
4,7,24,26,28,39,44
2,20,25,33,36,40,41
2,6,16,21,26,27,46
3,16,21,23,27,35,44
4,17,19,24,31,39,44
4,6,16,19,25,40,48
3,12,18,19,27,43,47
6,13,23,28,34,43,49
2,17,20,23,24,28,42
6,8,9,21,26,43,49
3,4,11,19,30,39,43
8,11,15,16,25,32,38
4,6,9,20,29,42,45
1,14,16,17,32,33,41
8,12,25,33,37,39,47
7,11,14,22,40,45,50
5,11,17,20,30,34,45
6,13,17,24,25,40,47
7,17,19,29,37,42,48
3,13,14,20,29,42,46
6,9,14,16,22,30,47
6,9,18,24,31,42,49
2,11,13,23,26,28,45
13,17,18,22,25,30,47
1,5,11,13,33,42,43
5,6,19,31,32,36,48
9,12,17,31,35,37,40
6,11,24,30,38,44,49
9,10,12,21,27,41,50
3,6,13,27,28,32,47
1,17,20,25,29,44,45
11,14,20,24,28,40,47
7,10,22,31,36,38,48
5,13,19,23,35,40,48
8,10,17,18,21,40,45
2,14,18,30,32,39,44
4,8,14,23,25,29,37
10,11,18,22,27,38,50
5,6,27,30,35,41,49
3,16,23,26,31,39,43
3,10,21,27,35,43,46
6,10,14,26,27,29,47
4,8,16,21,36,37,47
5,10,12,22,25,42,46
11,13,23,24,31,35,41
5,11,13,20,37,41,47
10,14,23,28,29,32,44
9,10,11,22,32,43,50
2,11,23,26,27,41,45
3,15,20,32,37,42,43
2,3,10,19,35,41,43
8,16,18,24,27,36,47
1,8,10,25,35,39,44
1,7,19,25,33,35,42
4,10,11,26,28,44,48
11,18,21,26,36,37,44
7,14,15,23,26,46,49
6,10,11,13,27,35,46
5,12,13,24,33,41,45
3,14,24,29,37,40,46
1,11,18,25,33,38,40
6,12,21,23,32,38,45
9,13,22,26,30,40,47
4,12,13,17,38,41,48
8,14,23,24,29,39,49
5,9,22,23,35,42,46
5,12,19,21,34,37,40
3,11,18,24,30,32,41
2,8,16,20,37,43,44
2,7,11,17,34,43,46
10,13,17,27,36,39,41
3,9,17,20,26,38,39
6,11,21,28,33,43,45
4,14,25,29,32,45,47
4,7,17,29,31,41,48
7,12,13,14,22,39,44
6,15,19,29,39,41,47
8,12,15,19,43,45,49
4,11,24,26,27,35,40
6,12,16,28,43,45,47
7,9,14,21,34,39,44
